charEsquerda: .word 16, 16
.byte 1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,5,5,5,5,5,5,5,10,10,10,10,10,
10,10,10,5,5,5,5,5,5,5,5,5,10,10,10,10,
10,10,10,10,10,10,10,10,10,5,5,4,10,10,10,10,
10,10,255,255,176,176,176,176,168,10,5,4,10,5,5,10,
10,10,176,176,176,176,176,176,168,10,5,4,10,5,4,10,
10,10,168,168,168,168,168,168,168,10,5,4,10,5,4,10,
10,10,10,10,10,10,10,10,10,5,5,4,10,4,4,10,
10,10,10,5,5,5,5,5,5,5,4,4,10,4,4,10,
10,10,10,5,5,5,5,5,5,5,4,4,10,4,4,10,
10,10,10,4,5,5,5,5,5,4,4,4,10,4,4,10,
10,10,10,4,4,4,4,4,4,4,4,4,10,4,4,10,
10,10,10,4,4,10,10,10,10,4,4,4,10,10,10,10,
10,10,10,4,4,4,10,10,10,4,4,4,10,10,10,10,
10,10,10,4,4,4,10,10,10,4,4,4,10,10,10,10,
10,10,10,4,4,4,10,10,10,4,4,4,10,10,10,10,


